osm_id,ncc_owned,osm_way_id,house_area,house_peri,house_vert,private,house_lati,NATIONALCA,land_area,land_perim,land_verti,land_longi,land_latit,COUNT,house_long,b2lpercent
"229194020","0","229194020","65","41","6",no,6971771.209200000390410,29378850.0000,99.0000,49.0000,13.0000,-127664.4537,6971770.1795,"2",-127665.1500,"66"
"229194021","0","229194021","49","34","6",no,6972149.248999999836087,29385060.0000,90.0000,47.0000,9.0000,-127578.5116,6972145.7150,"2",-127576.3900,"54"
"229194022","0","229194022","34","26","4",no,6971722.643400000408292,53473155.0000,85.0000,48.0000,13.0000,-127672.1074,6971726.3103,"2",-127677.3300,"40"
"229194023","0","229194023","57","41","8",no,6971772.331399999558926,29378292.0000,92.0000,48.0000,14.0000,-127672.6664,6971769.6319,"3",-127672.3700,"62"
"229194024","0","229194024","49","34","6",no,6972142.145499999634922,29385060.0000,90.0000,47.0000,9.0000,-127578.5116,6972145.7150,"2",-127575.8100,"54"
"229194025","0","229194025","36","26","4",no,6971716.289300000295043,29379076.0000,77.0000,47.0000,13.0000,-127671.5987,6971719.5322,"2",-127676.7300,"47"
"229194026","0","229194026","50","33","6",no,6971772.920199999585748,29377770.0000,92.0000,49.0000,14.0000,-127680.5186,6971768.8884,"2",-127681.4800,"54"
"229194027","0","229194027","48","32","6",no,6972133.771599999628961,29385162.0000,88.0000,47.0000,12.0000,-127577.1424,6972129.8893,"2",-127575.0100,"55"
"229194028","1","229194028","53","31","6",yes,6971708.909900000318885,,85.0000,49.0000,14.0000,-127670.1197,6971706.5162,"3",-127674.9700,"62"
"229194029","0","229194029","48","32","6",no,6972126.508899999782443,29385162.0000,88.0000,47.0000,12.0000,-127577.1424,6972129.8893,"2",-127574.3600,"55"
"229194030","1","229194030","34","26","4",yes,6971701.761400000192225,56800453.0000,663.0000,167.0000,40.0000,-127655.8819,6971691.5853,"3",-127673.4100,"5"
"229194031","0","229194031","42","34","6",no,6972119.634999999776483,29381984.0000,71.0000,45.0000,9.0000,-127614.4389,6972124.6929,"2",-127613.8700,"59"
"229194032","0","229194032","48","33","6",no,6972118.012099999934435,48810386.0000,90.0000,48.0000,9.0000,-127576.6083,6972113.9671,"2",-127573.7500,"53"
"229194033","0","229194033","48","33","6",no,6972110.812300000339746,48810386.0000,90.0000,48.0000,9.0000,-127576.6083,6972113.9671,"2",-127573.4200,"53"
"229194034","0","229194034","48","32","7",no,6972102.445399999618530,29385306.0000,106.0000,51.0000,10.0000,-127576.7643,6972105.6964,"2",-127572.6000,"45"
"229194035","1","229194035","36","26","4",yes,6971677.056599999777973,56800453.0000,663.0000,167.0000,40.0000,-127655.8819,6971691.5853,"3",-127673.3800,"5"
"229194036","0","229194036","42","27","5",no,6972094.545199999585748,29385357.0000,70.0000,39.0000,8.0000,-127568.8068,6972097.4314,"1",-127569.5100,"60"
"229194037","0","229194037","36","26","4",no,6971670.296099999919534,29379404.0000,79.0000,47.0000,10.0000,-127667.6643,6971673.7651,"2",-127672.7300,"46"
"229194038","0","229194038","83","41","6",no,6972054.636199999600649,29385581.0000,105.0000,51.0000,15.0000,-127573.2145,6972058.4961,"2",-127572.4400,"79"
"229194039","0","229194039","36","26","4",no,6971663.540699999779463,58240583.0000,78.0000,47.0000,9.0000,-127667.4034,6971667.1467,"2",-127672.0800,"46"
"229194040","0","229194040","78","41","6",no,6972044.509100000374019,29385684.0000,127.0000,55.0000,11.0000,-127573.4916,6972040.3873,"2",-127571.2700,"61"
"229194041","0","229194041","36","26","4",no,6971656.784599999897182,29379482.0000,84.0000,48.0000,14.0000,-127665.9486,6971660.3758,"2",-127671.4400,"43"
"229194042","0","229194042","69","41","6",no,6972035.996600000187755,29385684.0000,127.0000,55.0000,11.0000,-127573.4916,6972040.3873,"2",-127569.6300,"54"
"229194043","0","229194043","36","26","4",no,6971650.028400000184774,29379534.0000,113.0000,51.0000,10.0000,-127666.3753,6971651.9980,"2",-127670.8000,"32"
"229194044","0","229194044","75","41","6",no,6972025.205299999564886,29385961.0000,125.0000,55.0000,16.0000,-127571.5558,6972020.1161,"2",-127568.9800,"60"
"229194045","1","229194045","34","26","4",yes,6971637.509999999776483,29379602.0000,113.0000,51.0000,10.0000,-127665.2886,6971642.4216,"3",-127667.6600,"30"
"229194046","0","229194046","74","41","6",no,6972016.457600000314415,29385961.0000,125.0000,55.0000,16.0000,-127571.5558,6972020.1161,"2",-127568.2700,"59"
"229194047","1","229194047","33","25","4",yes,6971631.469999999739230,,81.0000,48.0000,14.0000,-127664.1267,6971634.2075,"3",-127667.0900,"41"
"229194048","0","229194048","71","41","6",no,6972005.754499999806285,29386073.0000,283.0000,105.0000,39.0000,-127584.6996,6971987.9261,"2",-127567.2400,"25"
"229194049","0","229194049","53","32","6",no,6972085.527700000442564,29382047.0000,63.0000,42.0000,11.0000,-127624.9718,6972088.1504,"2",-127628.2900,"84"
"229194050","0","229194050","131","56","13",no,6972078.468299999833107,29389392.0000,249.0000,67.0000,16.0000,-127516.7832,6972077.8995,"1",-127521.6200,"53"
"229194051","0","229194051","14","16","4",no,6971576.010499999858439,29387002.0000,130.0000,57.0000,12.0000,-127550.5622,6971557.8523,"3",-127548.4600,"11"
"229194052","0","229194052","15","16","4",no,6971567.837700000032783,29384200.0000,114.0000,56.0000,15.0000,-127586.6089,6971554.5963,"1",-127588.3000,"13"
"229194053","1","229194053","26","24","4",yes,6971751.070899999700487,56800451.0000,285.0000,99.0000,30.0000,-127664.2364,6971744.3633,"4",-127683.2600,"9"
"229194055","0","229194055","26","22","4",no,6971572.981399999931455,29389023.0000,171.0000,61.0000,13.0000,-127521.3361,6971560.3991,"2",-127522.6200,"15"
"229201107","0","229201107","33","25","4",no,6971597.862499999813735,29382189.0000,157.0000,55.0000,10.0000,-127628.3495,6971593.5825,"2",-127626.6400,"21"
"229201108","0","229201108","36","26","4",no,6971622.783600000664592,29385943.0000,88.0000,54.0000,15.0000,-127576.6760,6971621.7323,"2",-127584.3200,"41"
"229201109","1","229201109","53","31","6",yes,6971615.396700000390410,56794897.0000,492.0000,122.0000,24.0000,-127565.1801,6971604.2747,"4",-127582.5500,"11"
"229201110","1","229201110","34","26","4",yes,6971608.252000000327826,56794897.0000,492.0000,122.0000,24.0000,-127565.1801,6971604.2747,"3",-127580.9900,"7"
"229201111","0","229201111","36","26","4",no,6971585.366499999538064,29386199.0000,146.0000,59.0000,14.0000,-127575.0182,6971580.1390,"2",-127582.4100,"25"
"229201112","0","229201112","36","26","4",no,6971578.680100000463426,29386199.0000,146.0000,59.0000,14.0000,-127575.0182,6971580.1390,"1",-127581.8500,"25"
"229201113","1","229201113","36","26","4",yes,6971597.030899999663234,,137.0000,58.0000,9.0000,-127537.7135,6971600.7099,"3",-127529.9400,"26"
"229201114","0","229201114","36","26","4",no,6971590.349399999715388,29388708.0000,100.0000,57.0000,12.0000,-127538.3876,6971591.9600,"2",-127529.3800,"36"
"229201115","1","229201115","37","27","4",yes,6971746.300799999386072,,84.0000,49.0000,14.0000,-127641.3377,6971742.8478,"3",-127638.7900,"44"
"229201116","1","229201116","34","26","4",yes,6971739.964399999938905,56800451.0000,285.0000,99.0000,30.0000,-127664.2364,6971744.3633,"3",-127638.2400,"12"
"229201117","0","229201117","53","31","6",no,6971732.811800000257790,29381233.0000,80.0000,47.0000,14.0000,-127640.5249,6971735.9266,"2",-127636.7200,"66"
"229201118","1","229201118","36","26","4",yes,6971725.414099999703467,,76.0000,47.0000,13.0000,-127639.0746,6971722.4574,"3",-127635.0000,"47"
"229201119","1","229201119","34","26","4",yes,6971719.050699999555945,29381343.0000,77.0000,47.0000,13.0000,-127638.6276,6971715.9781,"3",-127634.4500,"44"
"229201120","0","229201120","54","31","6",no,6971711.644899999722838,29381403.0000,82.0000,48.0000,14.0000,-127638.5791,6971709.2233,"2",-127634.9800,"66"
"229201121","1","229201121","33","25","4",yes,6971704.347699999809265,,114.0000,51.0000,10.0000,-127637.0059,6971701.0726,"3",-127635.5600,"29"
"229201122","0","229201122","43","34","6",no,6971731.686200000345707,29384560.0000,71.0000,45.0000,7.0000,-127589.3966,6971729.9741,"2",-127596.1500,"61"
"229201123","0","229201123","44","34","7",no,6971725.223399999551475,29384595.0000,68.0000,45.0000,9.0000,-127589.0709,6971723.8252,"2",-127595.2100,"65"
"229201124","1","229201124","38","26","4",yes,6971686.892799999564886,29381511.0000,116.0000,51.0000,10.0000,-127636.3374,6971691.3989,"3",-127631.9500,"33"
"229201125","0","229201125","33","26","4",no,6971719.189299999736249,29385154.0000,117.0000,55.0000,11.0000,-127585.4306,6971716.7818,"2",-127597.3200,"28"
"229201126","1","229201126","38","26","4",yes,6971679.947300000116229,56800453.0000,663.0000,167.0000,40.0000,-127655.8819,6971691.5853,"3",-127631.3400,"6"
"229201127","0","229201127","56","37","7",no,6971712.778599999845028,29385154.0000,117.0000,55.0000,11.0000,-127585.4306,6971716.7818,"2",-127594.4600,"48"
"229201128","1","229201128","38","26","4",yes,6971673.010999999940395,29381647.0000,78.0000,47.0000,10.0000,-127634.7423,6971669.9141,"3",-127630.7300,"49"
"229201129","0","229201129","64","36","7",no,6971703.879700000397861,29385212.0000,110.0000,55.0000,10.0000,-127584.5854,6971708.4015,"2",-127593.4400,"58"
"229201130","1","229201130","38","26","4",yes,6971666.075499999336898,,87.0000,49.0000,14.0000,-127634.5195,6971662.9598,"3",-127630.1200,"44"
"229201131","0","229201131","51","30","4",no,6971695.023500000126660,29385019.0000,113.0000,51.0000,8.0000,-127585.6027,6971699.5091,"2",-127594.9900,"45"
"229201132","1","229201132","38","26","4",yes,6971659.135800000280142,56800455.0000,474.0000,118.0000,31.0000,-127638.3776,6971647.4414,"3",-127629.5100,"8"
"229201133","1","229201133","36","26","4",yes,6971675.615399999544024,56794896.0000,807.0000,187.0000,36.0000,-127566.1632,6971666.6196,"3",-127589.5300,"4"
"229201134","1","229201134","37","27","4",yes,6971639.809299998916686,56800455.0000,474.0000,118.0000,31.0000,-127638.3776,6971647.4414,"3",-127629.8800,"8"
"229201135","1","229201135","36","26","4",yes,6971668.929299999959767,56794896.0000,807.0000,187.0000,36.0000,-127566.1632,6971666.6196,"3",-127588.9700,"4"
"229201136","1","229201136","34","26","4",yes,6971633.470200000330806,29381916.0000,77.0000,47.0000,13.0000,-127631.2319,6971630.5284,"3",-127629.3200,"44"
"229201137","0","229201137","53","31","6",no,6971626.316200000233948,29381970.0000,82.0000,48.0000,11.0000,-127630.7833,6971623.8574,"2",-127627.8100,"65"
"229201138","1","229201138","34","26","4",yes,6971649.894899999722838,56794896.0000,807.0000,187.0000,36.0000,-127566.1632,6971666.6196,"3",-127584.4500,"4"
"229201139","1","229201139","36","26","4",yes,6971618.923999999649823,56800456.0000,87.0000,48.0000,11.0000,-127630.2792,6971616.7926,"3",-127626.0800,"41"
"229201140","0","229201140","33","25","4",no,6971643.845599999651313,54479895.0000,83.0000,53.0000,11.0000,-127578.6797,6971646.8032,"2",-127583.8900,"40"
"229201141","1","229201141","34","26","4",yes,6971612.565000001341105,29382051.0000,74.0000,47.0000,13.0000,-127629.7912,6971610.0837,"3",-127625.5300,"46"
"229201142","0","229201142","54","31","6",no,6971636.548799999989569,29385875.0000,86.0000,54.0000,13.0000,-127578.0004,6971634.0525,"2",-127584.4200,"63"
"229201143","0","229201143","54","31","6",no,6971605.159300001338124,29382095.0000,81.0000,48.0000,11.0000,-127629.0080,6971603.6058,"2",-127626.0700,"67"
"229201144","0","229201144","34","26","4",no,6971629.142699999734759,29385910.0000,85.0000,54.0000,13.0000,-127577.1476,6971627.9610,"2",-127584.9100,"40"
"229224235","0","229224235","168","58","7",no,6971712.278400000184774,29388007.0000,240.0000,67.0000,14.0000,-127547.3327,6971715.8227,"2",-127547.3700,"70"
"229224236","0","229224236","72","46","6",no,6971780.738699999637902,29387553.0000,101.0000,51.0000,13.0000,-127551.1202,6971783.8865,"2",-127551.2000,"71"
"229224237","0","229224237","79","47","6",no,6971773.608099999837577,29387612.0000,102.0000,51.0000,12.0000,-127550.0843,6971775.8443,"2",-127551.0000,"77"
"229224238","0","229224238","59","31","4",no,6971768.923099999316037,29391648.0000,218.0000,70.0000,16.0000,-127498.7129,6971777.8856,"2",-127497.4100,"27"
"229224239","0","229224239","58","37","6",no,6971764.997800000011921,29387676.0000,92.0000,51.0000,15.0000,-127550.5059,6971768.1897,"2",-127546.6300,"63"
"229224240","0","229224240","59","31","4",no,6971757.914200000464916,62025652.0000,170.0000,66.0000,23.0000,-127488.8741,6971762.2498,"2",-127496.5100,"35"
"229224241","0","229224241","56","34","6",no,6971755.052199999801815,29388448.0000,144.0000,65.0000,15.0000,-127542.5903,6971758.5582,"2",-127545.3800,"39"
"229224242","0","229224242","61","32","6",no,6971744.295800000429153,29392170.0000,192.0000,65.0000,10.0000,-127488.2945,6971750.1454,"2",-127496.9400,"32"
"229224243","0","229224243","63","36","8",no,6971745.645299999974668,29387775.0000,116.0000,54.0000,16.0000,-127548.4143,6971749.1529,"2",-127544.3500,"54"
"229224244","0","229224244","66","39","7",no,6971736.505199999548495,29387822.0000,161.0000,66.0000,19.0000,-127552.1834,6971739.3186,"2",-127544.5500,"41"
"229224245","0","229224245","55","30","4",no,6971719.512500000186265,29392317.0000,176.0000,63.0000,10.0000,-127486.4117,6971724.7280,"2",-127493.5800,"31"
"229224246","0","229224246","55","30","4",no,6971708.992499999701977,29392377.0000,177.0000,63.0000,11.0000,-127485.5613,6971712.7395,"2",-127492.8200,"31"
"229224247","0","229224247","53","30","6",no,6971695.362900000065565,29392489.0000,212.0000,66.0000,13.0000,-127484.3064,6971699.5498,"2",-127495.0400,"25"
"229224248","0","229224248","64","34","7",no,6971681.167500000447035,29392604.0000,218.0000,67.0000,10.0000,-127483.0284,6971684.9831,"2",-127491.6200,"29"
"229224249","0","229224249","62","38","6",no,6971699.193599999882281,29388076.0000,145.0000,63.0000,15.0000,-127547.9213,6971702.4756,"2",-127541.9100,"43"
"229224250","0","229224250","61","33","7",no,6971664.889200000092387,29392709.0000,222.0000,67.0000,12.0000,-127481.9299,6971670.1142,"2",-127490.4100,"27"
"229224251","0","229224251","67","39","6",no,6971689.823900000192225,29388184.0000,155.0000,59.0000,11.0000,-127544.3995,6971684.1170,"2",-127541.1700,"43"
"229224252","1","229224252","37","27","4",yes,6971678.072499999776483,,86.0000,53.0000,12.0000,-127543.6492,6971675.3962,"3",-127536.7200,"43"
"229224253","0","229224253","59","31","4",no,6971635.842100000008941,29392917.0000,190.0000,65.0000,10.0000,-127479.3678,6971641.1920,"2",-127486.4600,"31"
"229224254","1","229224254","37","27","4",yes,6971671.556400000117719,56794896.0000,807.0000,187.0000,36.0000,-127566.1632,6971666.6196,"3",-127536.1700,"5"
"229224255","0","229224255","59","31","4",no,6971624.973799999803305,29393032.0000,167.0000,63.0000,10.0000,-127478.3783,6971629.2410,"2",-127485.6600,"35"
"229224256","1","229224256","37","27","4",yes,6971665.046500000171363,,134.0000,58.0000,10.0000,-127542.9296,6971667.4041,"3",-127535.6200,"28"
"229224257","0","229224257","61","32","6",no,6971611.912299999967217,29393142.0000,197.0000,65.0000,11.0000,-127477.4664,6971617.1027,"2",-127486.0700,"31"
"229224258","1","229224258","34","26","4",yes,6971652.665500000119209,,89.0000,53.0000,12.0000,-127541.2936,6971649.8863,"3",-127537.5100,"38"
"229224259","0","229224259","61","33","6",no,6971599.951999999582767,29393219.0000,194.0000,65.0000,11.0000,-127476.2090,6971604.1030,"2",-127485.0200,"31"
"229224260","1","229224260","33","25","4",yes,6971646.625500000081956,55061579.0000,83.0000,53.0000,13.0000,-127540.8971,6971643.5633,"3",-127537.0500,"40"
"229224261","0","229224261","61","32","4",no,6971586.756699999794364,29393045.0000,144.0000,58.0000,11.0000,-127478.1963,6971592.1206,"2",-127482.4100,"42"
"229224262","1","229224262","47","30","6",yes,6971640.049899999983609,,84.0000,52.0000,13.0000,-127540.1472,6971637.4262,"3",-127535.3500,"56"
"229224263","0","229224263","61","32","4",no,6971575.724700000137091,29392670.0000,199.0000,66.0000,17.0000,-127482.8073,6971575.1504,"2",-127481.7000,"31"
"229224264","1","229224264","32","26","4",yes,6971633.524899999611080,56794898.0000,171.0000,60.0000,18.0000,-127539.8105,6971634.2234,"3",-127533.7900,"19"
"229224265","1","229224265","32","26","4",yes,6971627.710799999535084,29388535.0000,82.0000,52.0000,14.0000,-127539.4681,6971624.8101,"3",-127533.3300,"39"
"229224266","0","229224266","42","29","6",no,6971621.415799999609590,29388571.0000,84.0000,53.0000,14.0000,-127538.8207,6971618.7360,"2",-127533.9400,"50"
"229224267","0","229224267","35","26","4",no,6971614.892300000414252,29388631.0000,138.0000,58.0000,8.0000,-127538.1241,6971610.6612,"2",-127534.5300,"25"
"229224268","0","229224268","57","39","6",no,6971779.568400000222027,29385058.0000,97.0000,48.0000,16.0000,-127573.2913,6971778.0410,"2",-127573.5500,"59"
"229224269","0","229224269","61","40","7",no,6971778.218100000172853,29384389.0000,91.0000,48.0000,13.0000,-127581.4009,6971777.5054,"2",-127582.2700,"67"
"229224270","0","229224270","47","31","6",no,6971780.694899999536574,29383863.0000,91.0000,48.0000,13.0000,-127589.3054,6971776.8764,"2",-127589.6900,"52"
"229224271","0","229224271","59","40","7",no,6971777.233300000429153,29383368.0000,88.0000,47.0000,14.0000,-127597.0191,6971776.2326,"2",-127598.1000,"67"
"229224272","0","229224272","53","35","8",no,6971779.714200000278652,29382853.0000,96.0000,49.0000,12.0000,-127604.9028,6971775.8828,"1",-127605.4500,"55"
"229228582","0","229228582","50","38","9",no,6972049.246799999848008,29382268.0000,70.0000,41.0000,12.0000,-127617.7378,6972052.1679,"2",-127621.8100,"71"
"229228583","0","229228583","47","31","7",no,6972040.466400000266731,29382412.0000,118.0000,47.0000,22.0000,-127616.0344,6972035.0217,"2",-127622.0900,"40"
"229228584","0","229228584","59","34","8",no,6972031.446999999694526,29382412.0000,118.0000,47.0000,22.0000,-127616.0344,6972035.0217,"2",-127621.5800,"50"
"229228585","0","229228585","66","40","8",no,6972021.559399999678135,29383333.0000,132.0000,65.0000,27.0000,-127609.2557,6972026.0611,"2",-127619.2400,"50"
"229228586","0","229228586","46","32","6",no,6972011.995000000111759,29383420.0000,106.0000,56.0000,16.0000,-127607.8049,6972009.6742,"2",-127619.5200,"43"
"229228587","0","229228587","44","31","6",no,6972005.040000000037253,29383420.0000,106.0000,56.0000,16.0000,-127607.8049,6972009.6742,"2",-127618.8000,"42"
"229228588","0","229228588","52","35","7",no,6971997.835599998943508,29382743.0000,74.0000,43.0000,16.0000,-127612.2061,6972001.8157,"2",-127616.9100,"70"
"229228589","0","229228589","62","41","6",no,6971989.184100000187755,29382841.0000,80.0000,43.0000,11.0000,-127610.9827,6971985.9745,"2",-127614.7300,"78"
"229228590","0","229228590","58","41","6",no,6971982.286899999715388,29382841.0000,80.0000,43.0000,11.0000,-127610.9827,6971985.9745,"2",-127614.4200,"73"
"229228591","0","229228591","59","42","10",no,6971972.997700000181794,29382977.0000,126.0000,57.0000,13.0000,-127614.1822,6971968.6529,"2",-127614.2700,"47"
"229228592","0","229228592","44","31","7",no,6972078.123599999584258,29381935.0000,63.0000,39.0000,12.0000,-127622.0144,6972081.1885,"2",-127625.6400,"70"
"229228593","0","229228593","57","34","6",no,6971965.052899999544024,29382977.0000,126.0000,57.0000,13.0000,-127614.1822,6971968.6529,"2",-127614.8800,"45"
"229228594","0","229228594","52","33","6",no,6971955.902499999850988,29383043.0000,83.0000,43.0000,12.0000,-127608.4801,6971960.4042,"2",-127614.1400,"63"
"229228595","0","229228595","47","33","6",no,6971948.648099999874830,58934319.0000,80.0000,43.0000,11.0000,-127607.6233,6971952.2825,"2",-127613.6000,"59"
"229228596","0","229228596","49","32","6",no,6971940.211800000630319,29383153.0000,80.0000,43.0000,12.0000,-127606.9550,6971944.3459,"2",-127613.4000,"61"
"229228597","0","229228597","58","41","7",no,6971933.379900000058115,29383204.0000,79.0000,43.0000,11.0000,-127606.4104,6971936.3689,"2",-127609.6700,"73"
"229228598","0","229228598","63","35","6",no,6971923.752399999648333,29383254.0000,81.0000,43.0000,13.0000,-127605.6628,6971928.3566,"2",-127611.1000,"78"
"229228599","0","229228599","62","41","7",no,6971915.926500000059605,29383311.0000,91.0000,44.0000,12.0000,-127605.0202,6971918.8808,"2",-127608.3400,"68"
"229228600","0","229228600","50","33","6",no,6971906.606899999082088,29383352.0000,75.0000,42.0000,11.0000,-127604.4419,6971910.6127,"2",-127610.2400,"67"
"229228601","0","229228601","55","38","7",no,6971899.689199999906123,29383388.0000,84.0000,44.0000,11.0000,-127603.7458,6971902.6930,"2",-127607.5200,"65"
"229228602","0","229228602","56","41","9",no,6971890.501699999906123,29383472.0000,78.0000,43.0000,12.0000,-127602.5952,6971886.7237,"2",-127607.5800,"72"
"229228603","0","229228603","51","37","7",no,6972070.286499999463558,29382140.0000,73.0000,41.0000,11.0000,-127619.9609,6972074.1408,"2",-127622.1400,"70"
"229228604","0","229228604","45","31","6",no,6971883.227899999357760,29383472.0000,78.0000,43.0000,12.0000,-127602.5952,6971886.7237,"2",-127608.5200,"58"
"229228605","0","229228605","66","42","8",no,6971873.935600000433624,29383445.0000,84.0000,42.0000,15.0000,-127602.8540,6971869.9586,"2",-127605.5500,"79"
"229228606","0","229228606","56","40","8",no,6971866.368499999865890,29383445.0000,84.0000,42.0000,15.0000,-127602.8540,6971869.9586,"2",-127605.3300,"67"
"229228607","0","229228607","52","40","8",no,6971857.101200000382960,29383646.0000,78.0000,43.0000,11.0000,-127600.1988,6971853.6371,"2",-127604.8000,"67"
"229228608","0","229228608","48","39","8",no,6971850.568199999630451,29383646.0000,78.0000,43.0000,11.0000,-127600.1988,6971853.6371,"2",-127604.2200,"62"
"229228609","0","229228609","41","31","6",no,6971842.440100000239909,29383701.0000,80.0000,43.0000,11.0000,-127599.6882,6971845.8457,"2",-127605.0600,"51"
"229228610","0","229228610","49","32","6",no,6971835.489700000733137,29383745.0000,75.0000,42.0000,13.0000,-127598.8462,6971838.1294,"2",-127604.0900,"65"
"229228611","0","229228611","71","43","8",no,6971819.863900000229478,29384188.0000,188.0000,59.0000,13.0000,-127595.4032,6971819.2776,"1",-127600.1800,"38"
"229228612","0","229228612","43","31","6",no,6972063.653400000184774,29382070.0000,65.0000,39.0000,11.0000,-127620.1011,6972066.6938,"2",-127624.2400,"66"
"229228613","0","229228613","48","35","6",no,6972055.824900000356138,29382103.0000,66.0000,39.0000,13.0000,-127619.6070,6972059.4154,"2",-127621.8900,"73"
"229228614","0","229228614","85","44","5",no,6971811.824799999594688,29384188.0000,188.0000,59.0000,13.0000,-127595.4032,6971819.2776,"1",-127598.3600,"45"
"229231598","0","229231598","48","33","6",no,6972051.600100000388920,29379154.0000,78.0000,42.0000,7.0000,-127663.7930,6972054.3251,"2",-127659.5400,"62"
"229231599","0","229231599","89","48","8",no,6972015.270299999974668,29379415.0000,120.0000,49.0000,13.0000,-127661.7743,6972017.9345,"3",-127660.7200,"74"
"229231600","0","229231600","75","38","6",no,6972003.272099999710917,29379478.0000,118.0000,49.0000,16.0000,-127660.6899,6972007.4527,"2",-127656.7300,"64"
"229231601","1","229231601","47","31","6",yes,6971992.779199999757111,,91.0000,48.0000,15.0000,-127660.4323,6971988.7823,"3",-127654.7100,"52"
"229231602","0","229231602","49","33","6",no,6972082.704999999143183,29378922.0000,77.0000,42.0000,7.0000,-127667.0080,6972084.6663,"2",-127662.5400,"64"
"229231603","1","229231603","50","32","6",yes,6971984.183000000193715,29379670.0000,86.0000,47.0000,14.0000,-127660.0826,6971981.0881,"3",-127654.1000,"58"
"229231604","0","229231604","38","30","6",no,6971977.346800000406802,29379737.0000,84.0000,48.0000,14.0000,-127659.5392,6971973.7867,"2",-127653.2200,"45"
"229231605","0","229231605","46","31","6",no,6971969.603699999861419,29380116.0000,104.0000,54.0000,13.0000,-127656.8830,6971966.5727,"2",-127652.8300,"44"
"229231606","0","229231606","39","30","6",no,6971963.016200000420213,29379841.0000,93.0000,49.0000,17.0000,-127658.3679,6971958.6586,"2",-127652.2600,"42"
"229231607","0","229231607","49","32","6",no,6971947.768400000408292,29379923.0000,81.0000,43.0000,12.0000,-127655.0343,6971950.9886,"2",-127650.7000,"60"
"229231608","0","229231608","46","31","6",no,6971938.678399999625981,29380042.0000,88.0000,43.0000,15.0000,-127652.0789,6971934.2467,"2",-127650.1000,"52"
"229231609","0","229231609","47","32","6",no,6971931.212500000372529,29380042.0000,88.0000,43.0000,15.0000,-127652.0789,6971934.2467,"2",-127649.3000,"53"
"229231610","0","229231610","53","33","6",no,6971921.503800000064075,29380105.0000,109.0000,51.0000,18.0000,-127654.9867,6971925.1332,"2",-127648.6600,"49"
"229231611","0","229231611","46","31","6",no,6971913.673799999989569,29380139.0000,96.0000,49.0000,16.0000,-127654.5445,6971916.3891,"2",-127648.2600,"48"
"229231612","0","229231612","46","32","6",no,6972074.257500000298023,29378976.0000,74.0000,42.0000,8.0000,-127665.9994,6972077.0108,"2",-127661.5700,"62"
"229231613","0","229231613","50","32","6",no,6971904.808299999684095,29380240.0000,79.0000,43.0000,11.0000,-127651.0578,6971900.5627,"2",-127647.4900,"63"
"229231614","0","229231614","46","32","6",no,6971897.260800000280142,29380240.0000,79.0000,43.0000,11.0000,-127651.0578,6971900.5627,"2",-127646.8800,"58"
"229231615","0","229231615","45","31","6",no,6971888.717600000090897,29380338.0000,82.0000,43.0000,11.0000,-127649.7451,6971884.3336,"2",-127646.1900,"55"
"229231616","0","229231616","50","32","6",no,6971881.231399999931455,29380338.0000,82.0000,43.0000,11.0000,-127649.7451,6971884.3336,"2",-127645.7500,"61"
"229231617","0","229231617","53","33","6",no,6971871.786000000312924,29380420.0000,103.0000,49.0000,14.0000,-127650.7532,6971867.6278,"2",-127644.9400,"51"
"229231618","0","229231618","47","32","6",no,6971863.951600000262260,29380420.0000,103.0000,49.0000,14.0000,-127650.7532,6971867.6278,"2",-127644.1200,"46"
"229231619","0","229231619","45","32","6",no,6971855.221900000236928,29380492.0000,105.0000,49.0000,14.0000,-127650.0555,6971858.7013,"2",-127643.3100,"43"
"229231620","0","229231620","51","32","6",no,6971847.638500000350177,29380563.0000,80.0000,43.0000,11.0000,-127647.1930,6971850.3603,"2",-127643.1500,"64"
"229231621","0","229231621","44","31","6",no,6971838.984500000253320,29380602.0000,84.0000,44.0000,12.0000,-127646.6498,6971842.1987,"2",-127642.1800,"52"
"229231622","0","229231622","58","32","4",no,6971831.035299999639392,29380658.0000,98.0000,49.0000,15.0000,-127647.9753,6971833.5766,"3",-127642.5100,"59"
"229231623","0","229231623","48","32","6",no,6972067.159900000318885,29379030.0000,72.0000,41.0000,8.0000,-127665.3359,6972069.5693,"2",-127661.0600,"67"
"229231624","0","229231624","48","32","6",no,6972058.761099999770522,29379099.0000,75.0000,42.0000,10.0000,-127664.5097,6972062.1114,"2",-127660.3300,"64"
"229232589","0","229232589","69","39","6",no,6971991.459900000132620,29386200.0000,101.0000,48.0000,13.0000,-127565.4789,6971987.2978,"2",-127565.4300,"68"
"229232590","0","229232590","65","39","6",no,6971983.407499999739230,29386200.0000,101.0000,48.0000,13.0000,-127565.4789,6971987.2978,"2",-127564.4700,"64"
"229232591","0","229232591","70","40","6",no,6971973.597099999897182,29386314.0000,104.0000,48.0000,11.0000,-127563.9569,6971969.0025,"2",-127564.1700,"67"
"229232592","0","229232592","77","44","7",no,6971965.418300000019372,29386314.0000,104.0000,48.0000,11.0000,-127563.9569,6971969.0025,"2",-127565.0900,"74"
"229232593","0","229232593","69","39","6",no,6971955.610000000335276,29386419.0000,96.0000,47.0000,13.0000,-127562.4106,6971951.4777,"2",-127562.5500,"72"
